user,rec,score
12,749,5.017466068267822
12,1254,4.997030735015869
12,1441,4.992650032043457
12,168,4.97720193862915
12,644,4.9421281814575195
12,541,4.935646057128906
12,63,4.90792179107666
12,630,4.906557559967041
12,587,4.88782262802124
12,1288,4.8654069900512695
12,1075,4.848120212554932
12,809,4.8469719886779785
12,949,4.826975345611572
12,1525,4.818835735321045
13,1430,4.8991265296936035
13,1485,4.680294990539551
13,55,4.6553778648376465
13,1330,4.407866477966309
13,126,4.357539653778076
13,509,4.35214376449585
13,541,4.343715190887451
13,1055,4.230994701385498
13,1333,4.2224578857421875
13,11,4.207779407501221
13,173,4.2067437171936035
13,949,4.196239948272705
13,639,4.17419958114624
13,954,4.1644816398620605
13,1288,4.159703254699707
13,21,4.154646873474121
13,601,4.148021221160889
13,133,4.141860485076904
13,511,4.1400580406188965
13,358,4.138800144195557
14,774,6.87376070022583
14,56,6.516653537750244
14,1089,6.3000168800354
14,259,6.2779154777526855
14,749,6.204239368438721
14,314,6.094025135040283
14,849,6.066709041595459
14,692,6.022389888763428
14,1485,5.932614803314209
14,426,5.913011074066162
14,539,5.906022548675537
14,1261,5.892208576202393
14,895,5.888792991638184
14,831,5.880455493927002
14,517,5.880188465118408
14,935,5.88011360168457
14,638,5.869339466094971
14,1288,5.859323024749756
14,639,5.857704162597656
14,197,5.8517560958862305
15,514,4.925832748413086
15,832,4.78717565536499
15,243,4.346975326538086
15,1012,4.259721279144287
15,1118,4.253246307373047
15,198,4.2449727058410645
15,50,4.197542190551758
15,183,4.162379741668701
15,1255,4.126445293426514
15,1251,4.105258464813232
15,45,4.099012851715088
15,1430,4.087318420410156
15,518,4.066598415374756
15,691,4.051414966583252
15,560,4.0439133644104
15,223,4.0209784507751465
15,274,3.9881293773651123
15,1005,3.987126111984253
15,1013,3.9800865650177
15,645,3.9752566814422607
16,311,5.199941158294678
16,120,5.140600681304932
16,225,5.086288928985596
16,1010,5.076372146606445
16,548,5.031298637390137
16,116,5.021464824676514
16,308,5.008965492248535
16,391,4.894392967224121
16,452,4.829420566558838
16,270,4.822055339813232
16,485,4.760352611541748
16,168,4.7175092697143555
16,313,4.666893482208252
16,326,4.640765190124512
16,749,4.632656097412109
16,509,4.631094455718994
16,517,4.627039432525635
16,189,4.615574359893799
16,37,4.602657318115234
16,188,4.599156856536865
17,1010,5.737371444702148
17,250,5.691978454589844
17,485,5.149144649505615
17,832,5.109467029571533
17,513,5.045485019683838
17,56,5.040313243865967
17,1226,5.034409046173096
17,114,5.0249152183532715
17,165,4.999217510223389
17,831,4.999029636383057
17,164,4.986689567565918
17,1156,4.982429027557373
17,611,4.95526123046875
17,311,4.926385879516602
17,392,4.883759021759033
17,882,4.875559329986572
17,651,4.874869346618652
17,476,4.867076396942139
17,527,4.853180885314941
17,128,4.844809055328369
18,274,5.615808963775635
18,1582,5.610476970672607
18,737,5.234899520874023
18,807,5.100374221801758
18,612,5.0856404304504395
18,698,5.057009220123291
18,319,5.046353816986084
18,311,4.93686580657959
18,47,4.920058727264404
18,277,4.911559581756592
18,1299,4.905700206756592
18,328,4.9008402824401855
18,270,4.831680774688721
18,1118,4.814384937286377
18,891,4.794605255126953
18,1205,4.7665581703186035
18,1352,4.764410018920898
18,1208,4.763428211212158
18,337,4.762359142303467
18,1141,4.760980606079102
19,1330,5.3607707023620605
19,22,5.330382823944092
19,406,5.262939453125
19,541,5.223948955535889
19,197,5.212622165679932
19,1430,5.1330342292785645
19,1496,5.082982540130615
19,848,5.07131814956665
19,355,5.054143905639648
19,159,5.022383213043213
19,283,4.998791217803955
19,652,4.996250629425049
19,13,4.991889476776123
19,662,4.986395359039307
19,511,4.959310531616211
19,510,4.956370830535889
19,472,4.9340105056762695
19,601,4.92988395690918
19,1181,4.928164958953857
19,126,4.907412052154541
20,698,5.459635257720947
20,337,5.445431709289551
20,683,5.286555290222168
20,891,5.209310531616211
20,1582,5.207490921020508
20,1430,5.152989864349365
20,8,5.140985012054443
20,344,5.106334686279297
20,281,5.0594587326049805
20,1485,5.051535129547119
20,198,5.047104835510254
20,303,5.038363456726074
20,949,5.034379482269287
20,498,5.009180068969727
20,1141,4.943131923675537
20,1255,4.92336893081665
20,225,4.921738624572754
20,1090,4.900692462921143
20,736,4.873752593994141
20,899,4.864546775817871
21,1430,5.4685893058776855
21,949,5.152015209197998
21,1485,5.018482208251953
21,1330,4.970268726348877
21,1288,4.927493095397949
21,831,4.902991771697998
21,541,4.877848148345947
21,311,4.867955207824707
21,1333,4.791920185089111
21,281,4.739272594451904
21,1264,4.679029941558838
21,126,4.660396575927734
21,509,4.655000686645508
21,189,4.644199371337891
21,891,4.642125606536865
21,749,4.5944504737854
21,698,4.581139087677002
21,1055,4.5691819190979
21,939,4.566503047943115
21,286,4.565567970275879
22,225,5.630303382873535
22,391,5.324583530426025
22,832,4.915656089782715
22,132,4.886494159698486
22,63,4.858156681060791
22,746,4.841151237487793
22,447,4.791793346405029
22,314,4.790021896362305
22,690,4.778609752655029
22,1582,4.776455879211426
22,1037,4.774529933929443
22,548,4.76095724105835
22,126,4.745376110076904
22,518,4.734736919403076
22,204,4.7271342277526855
22,1139,4.703532695770264
22,79,4.69909143447876
22,509,4.680715084075928
22,683,4.67905855178833
22,524,4.678081035614014
23,1430,6.034443378448486
23,1288,5.937955379486084
23,831,5.72949743270874
23,476,5.686214447021484
23,1330,5.536122798919678
23,541,5.5008111000061035
23,318,5.484485626220703
23,1539,5.415590286254883
23,1333,5.35777473449707
23,1254,5.356228351593018
23,949,5.301562786102295
23,630,5.225580215454102
23,1158,5.176422595977783
23,637,5.06356954574585
23,1036,5.058238983154297
23,891,5.03900671005249
23,511,4.989197254180908
23,167,4.98335599899292
23,629,4.968799591064453
23,527,4.962839603424072
24,1430,6.361814498901367
24,1330,5.863493919372559
24,1333,5.675958633422852
24,1288,5.577418327331543
24,541,5.470213890075684
24,1485,5.434301853179932
24,690,5.339623928070068
24,939,5.320817470550537
24,155,5.28201961517334
24,849,5.262218475341797
24,949,5.262015342712402
24,344,5.213750839233398
24,222,5.146031856536865
24,1539,5.116601943969727
24,714,5.089768886566162
24,630,5.087650775909424
24,1444,5.050264835357666
24,318,5.0456390380859375
24,467,5.031178951263428
24,959,5.021307468414307
25,1430,5.502491474151611
25,1330,5.215352535247803
25,949,5.098778247833252
25,831,5.021812438964844
25,955,5.007289886474609
25,587,4.999507427215576
25,1441,4.964396953582764
25,1075,4.963466167449951
25,959,4.934663772583008
25,1525,4.913643836975098
25,1333,4.909277439117432
25,741,4.8686604499816895
25,809,4.861955642700195
25,59,4.859708309173584
25,1011,4.847019672393799
25,1254,4.826880931854248
25,1288,4.818634510040283
25,1485,4.804187774658203
25,406,4.802733421325684
25,222,4.780295372009277
26,1430,5.20685338973999
26,342,5.120160102844238
26,908,5.016432285308838
26,749,4.993245601654053
26,955,4.962754726409912
26,531,4.950211524963379
26,461,4.94194221496582
26,644,4.939225673675537
26,587,4.9233078956604
26,741,4.906397342681885
26,514,4.873876094818115
26,18,4.870363712310791
26,884,4.847947597503662
26,850,4.8442864418029785
26,235,4.815169811248779
26,388,4.790221691131592
26,714,4.764707565307617
26,8,4.762742519378662
26,599,4.762406826019287
26,1231,4.757887840270996
27,1351,4.997425556182861
27,1441,4.905289173126221
27,655,4.888423919677734
27,1430,4.859768867492676
27,1141,4.828408241271973
27,168,4.813599586486816
27,190,4.74038553237915
27,1292,4.733206748962402
27,645,4.649473667144775
27,425,4.6477766036987305
27,165,4.646170139312744
27,164,4.633641719818115
27,611,4.616454601287842
27,1485,4.615347862243652
27,1255,4.60404109954834
27,135,4.549584865570068
27,1075,4.548177242279053
27,1061,4.547208309173584
27,748,4.535109996795654
27,863,4.53115701675415
28,528,6.0011115074157715
28,113,5.9640350341796875
28,168,5.836796283721924
28,99,5.802539348602295
28,491,5.655606746673584
28,509,5.6515421867370605
28,188,5.631458759307861
28,1180,5.630253314971924
28,283,5.619591236114502
28,650,5.600009918212891
28,541,5.569647312164307
28,481,5.56262731552124
28,222,5.5093889236450195
28,646,5.495575428009033
28,599,5.46879243850708
28,1450,5.466831684112549
28,659,5.442885875701904
28,955,5.361865520477295
28,1117,5.358913898468018
28,206,5.355698108673096
29,832,5.03989839553833
29,1430,4.953987121582031
29,476,4.806057453155518
29,1485,4.803066730499268
29,518,4.784703731536865
29,97,4.752495288848877
29,126,4.732534408569336
29,831,4.7081379890441895
29,316,4.701242446899414
29,11,4.673693656921387
29,114,4.66564416885376
29,513,4.595096111297607
29,649,4.588150501251221
29,198,4.587806224822998
29,1156,4.577600002288818
29,21,4.550745487213135
29,63,4.54266881942749
29,1330,4.530639171600342
29,1288,4.505727291107178
29,186,4.499065399169922
30,1090,5.7290425300598145
30,290,5.5399699211120605
30,590,5.508025646209717
30,741,5.49990701675415
30,1582,5.454474449157715
30,691,5.423201084136963
30,1282,5.417169570922852
30,850,5.377290725708008
30,695,5.337302207946777
30,1141,5.2944016456604
30,531,5.2607035636901855
30,70,5.256381988525391
30,1013,5.253818511962891
30,1124,5.244013786315918
30,654,5.227397918701172
30,222,5.216284275054932
30,391,5.194591999053955
30,18,5.1908278465271
30,406,5.186146259307861
30,949,5.1678361892700195
31,541,5.680683612823486
31,1430,5.665142059326172
31,318,5.548542499542236
31,1330,5.533931255340576
31,848,5.37210750579834
31,59,5.305221080780029
31,197,5.186196804046631
31,1094,5.158441543579102
31,133,5.126783847808838
31,639,5.126780986785889
31,283,5.100193023681641
31,54,5.090786457061768
31,849,5.085625648498535
31,669,5.077864170074463
31,22,5.066859245300293
31,46,5.05714750289917
31,338,5.0357842445373535
31,428,5.035673141479492
31,426,5.029866695404053
31,659,5.018013954162598
32,168,6.232187747955322
32,113,6.068426609039307
32,188,6.003559112548828
32,49,5.972834587097168
32,541,5.656321048736572
32,949,5.607308387756348
32,164,5.60017204284668
32,606,5.598442077636719
32,63,5.593355655670166
32,171,5.542841911315918
32,1330,5.5011067390441895
32,1010,5.489575386047363
32,1106,5.444777011871338
32,481,5.442597389221191
32,882,5.440514087677002
32,250,5.440244197845459
32,646,5.401394367218018
32,509,5.398370265960693
32,611,5.387694835662842
32,189,5.370598793029785
33,1352,5.507542133331299
33,126,5.3934550285339355
33,652,5.383305549621582
33,1496,5.29020357131958
33,301,5.274974822998047
33,789,5.253737926483154
33,13,5.200246334075928
33,863,5.145571231842041
33,1012,5.131545066833496
33,133,5.120545387268066
33,186,5.112377643585205
33,112,5.091718673706055
33,1181,5.088744163513184
33,198,5.05765962600708
33,179,5.053731441497803
33,486,5.025110721588135
33,480,5.023289203643799
33,1441,5.0024094581604
33,1351,4.978670597076416
33,645,4.976833820343018
34,1430,5.512928485870361
34,1485,5.362008571624756
34,704,5.252059459686279
34,1444,5.195016860961914
34,937,5.133787155151367
34,1582,5.120578289031982
34,1330,5.070972919464111
34,954,5.053877353668213
34,498,5.0285444259643555
34,1012,4.9980597496032715
34,1352,4.980715751647949
34,863,4.955209255218506
34,358,4.952293872833252
34,281,4.917978763580322
34,1055,4.912707805633545
34,1076,4.8308210372924805
34,619,4.801233768463135
34,189,4.790548801422119
34,877,4.787475109100342
34,212,4.787337779998779
35,831,5.06173038482666
35,198,5.015506744384766
35,1255,4.985563278198242
35,1156,4.933075428009033
35,1288,4.89039945602417
35,514,4.846531391143799
35,250,4.8457865715026855
35,55,4.753386974334717
35,316,4.730358600616455
35,651,4.6887946128845215
35,1118,4.673365116119385
35,1430,4.66998815536499
35,1539,4.654418468475342
35,49,4.6250457763671875
35,56,4.620288372039795
35,155,4.613447666168213
35,97,4.61038064956665
35,1090,4.60073709487915
35,476,4.580524921417236
35,1061,4.574703693389893
36,1010,5.395144939422607
36,63,5.092945575714111
36,742,5.026838779449463
36,406,5.022307395935059
36,188,4.917928695678711
36,142,4.914018154144287
36,457,4.911573886871338
36,517,4.900619983673096
36,1252,4.873864650726318
36,313,4.819627285003662
36,661,4.7933831214904785
36,60,4.7880539894104
36,290,4.756700038909912
36,485,4.724175930023193
36,432,4.713148593902588
36,1220,4.691845417022705
36,464,4.676178455352783
36,270,4.659233093261719
36,314,4.656609058380127
36,602,4.6420207023620605
37,1182,5.732491493225098
37,392,5.2906174659729
37,311,5.166711330413818
37,114,5.1272807121276855
37,1010,5.049183368682861
37,81,5.020931720733643
37,298,5.017441272735596
37,400,4.933070182800293
37,1035,4.9139404296875
37,900,4.817314624786377
37,308,4.812833786010742
37,68,4.808619022369385
37,154,4.796667575836182
37,1301,4.780213832855225
37,571,4.778652667999268
37,160,4.734609127044678
37,1313,4.69235897064209
37,171,4.666165828704834
37,221,4.648412227630615
37,378,4.645111560821533
38,1485,5.050582408905029
38,1441,4.921127796173096
38,1010,4.885129451751709
38,1330,4.821657180786133
38,314,4.789207458496094
38,691,4.7523393630981445
38,1351,4.751184940338135
38,742,4.740328788757324
38,406,4.735797882080078
38,1430,4.730569362640381
38,274,4.691972255706787
38,290,4.685294151306152
38,1252,4.668152332305908
38,457,4.586708068847656
38,1282,4.562495231628418
38,601,4.5618109703063965
38,651,4.559028148651123
38,1075,4.547300815582275
38,863,4.53796911239624
38,313,4.53311824798584
39,1430,5.314783096313477
39,331,5.302372932434082
39,1485,5.163863658905029
39,281,5.158404350280762
39,937,5.131882667541504
39,628,5.080728054046631
39,311,5.03652286529541
39,114,5.01339864730835
39,1156,5.010191440582275
39,189,5.005276679992676
39,1182,5.00144624710083
39,128,4.980958938598633
39,1049,4.971462726593018
39,1299,4.967780590057373
39,738,4.964205265045166
39,1441,4.951782703399658
39,27,4.946823596954346
39,494,4.936700820922852
39,314,4.915645599365234
39,660,4.913252830505371
40,1010,5.791895389556885
40,56,5.631180286407471
40,651,5.6070170402526855
40,390,5.594109058380127
40,250,5.589809894561768
40,464,5.575849533081055
40,1252,5.570698261260986
40,513,5.471277236938477
40,1156,5.412559986114502
40,432,5.295051097869873
40,1352,5.2667765617370605
40,508,5.235870838165283
40,252,5.2346720695495605
40,831,5.185988903045654
40,1220,5.1854963302612305
40,296,5.1831207275390625
40,957,5.167527198791504
40,406,5.158201217651367
40,1284,5.152888774871826
40,318,5.15219783782959
41,198,5.339087009429932
41,945,5.309879779815674
41,518,5.307186126708984
41,937,5.294587135314941
41,690,5.2501654624938965
41,494,5.23193883895874
41,832,5.148255348205566
41,223,5.142640113830566
41,376,5.135344505310059
41,1452,5.119487285614014
41,498,5.0515055656433105
41,1554,5.051476001739502
41,714,5.04411506652832
41,49,5.002246379852295
41,304,4.9956374168396
41,1147,4.98594331741333
41,369,4.969486713409424
41,281,4.96718692779541
41,790,4.95745325088501
41,748,4.943686008453369
42,1430,5.704214572906494
42,1330,5.501916885375977
42,1485,5.292276859283447
42,1333,5.201218605041504
42,541,5.164740562438965
42,949,5.06408166885376
42,511,4.954991340637207
42,1288,4.892463207244873
42,189,4.8147053718566895
42,509,4.805939197540283
42,1055,4.77512788772583
42,601,4.760002136230469
42,479,4.724030017852783
42,959,4.707723140716553
42,318,4.705056667327881
42,863,4.6861572265625
42,831,4.684005260467529
42,637,4.683434009552002
42,891,4.6827898025512695
42,126,4.673780918121338
43,1288,5.783324241638184
43,318,5.699776649475098
43,1430,5.6951904296875
43,1330,5.628856182098389
43,1581,5.502016544342041
43,1254,5.434067726135254
43,13,5.377517223358154
43,55,5.368922710418701
43,250,5.345875263214111
43,1485,5.323266983032227
43,338,5.312902927398682
43,198,5.27333402633667
43,714,5.242583751678467
43,831,5.235223293304443
43,1351,5.223815441131592
43,1333,5.208141326904297
43,1352,5.206847667694092
43,283,5.185887336730957
43,136,5.179563522338867
43,706,5.172314643859863
44,741,5.444620132446289
44,1010,5.406442165374756
44,188,5.401248455047607
44,168,5.279360294342041
44,316,5.24759578704834
44,742,5.104843616485596
44,882,5.0937819480896
44,270,5.0529465675354
44,850,5.05039119720459
44,949,5.042352199554443
44,891,5.039717674255371
44,643,5.005791187286377
44,164,5.000542163848877
44,8,5.000497341156006
44,406,4.991054058074951
44,517,4.978623867034912
44,113,4.976165294647217
44,457,4.973823070526123
44,1430,4.958812713623047
44,290,4.932932376861572
45,831,5.543222904205322
45,476,5.472393989562988
45,218,5.274935245513916
45,248,5.244864463806152
45,518,5.1934075355529785
45,777,5.14035701751709
45,832,5.101587772369385
45,541,5.032188892364502
45,23,4.976347923278809
45,95,4.964521408081055
45,1019,4.899470806121826
45,1140,4.894793510437012
45,634,4.872325420379639
45,155,4.837828636169434
45,1001,4.817325115203857
45,316,4.814637184143066
45,81,4.793838024139404
45,15,4.792871952056885
45,1209,4.7926554679870605
45,513,4.782992362976074
46,316,5.713764667510986
46,135,5.651902675628662
46,49,5.521297931671143
46,494,5.516331195831299
46,114,5.504936695098877
46,171,5.433004856109619
46,165,5.429206371307373
46,164,5.404454708099365
46,128,5.392297267913818
46,81,5.3800530433654785
46,172,5.355810642242432
46,173,5.291836738586426
46,126,5.18014669418335
46,655,5.1779961585998535
46,168,5.171197414398193
46,611,5.138559341430664
46,183,5.098872661590576
46,449,5.078495979309082
46,649,5.037464618682861
46,190,5.029958724975586
47,832,4.557204723358154
47,831,4.54172945022583
47,311,4.358578205108643
47,250,4.323840618133545
47,882,4.322181224822998
47,225,4.256131649017334
47,171,4.248616695404053
47,173,4.200870037078857
47,120,4.193347930908203
47,548,4.184940814971924
47,1037,4.1450066566467285
47,1010,4.129118919372559
47,209,4.108134746551514
47,308,4.061712741851807
47,476,4.032917022705078
47,518,4.010229110717773
47,188,3.995485544204712
47,749,3.9828550815582275
47,95,3.981483221054077
47,63,3.972001791000366
48,517,4.87219762802124
48,1181,4.759586334228516
48,526,4.710744380950928
48,314,4.523855686187744
48,313,4.506383419036865
48,177,4.395097255706787
48,1582,4.371486186981201
48,646,4.292031288146973
48,274,4.274633407592773
48,482,4.272451400756836
48,189,4.271195888519287
48,645,4.246073246002197
48,316,4.223702907562256
48,913,4.216126918792725
48,432,4.169750690460205
48,136,4.158979892730713
48,1118,4.11659049987793
48,425,4.115512371063232
48,651,4.098781108856201
48,342,4.048116207122803
49,509,4.851191520690918
49,204,4.715278625488281
49,11,4.706827163696289
49,186,4.677980422973633
49,524,4.666226387023926
49,63,4.619065284729004
49,501,4.615461826324463
49,97,4.612448692321777
49,521,4.609677314758301
49,1129,4.590335845947266
49,143,4.554429531097412
49,355,4.4965925216674805
49,518,4.49154806137085
49,376,4.484194278717041
49,187,4.480554580688477
49,21,4.466633319854736
49,1430,4.449453830718994
49,176,4.444429874420166
49,175,4.406811237335205
49,181,4.403433799743652
50,65,5.242818355560303
50,298,5.072835445404053
50,311,5.064096450805664
50,114,4.929107189178467
50,250,4.926393985748291
50,1182,4.850585460662842
50,219,4.801090717315674
50,168,4.795574188232422
50,831,4.778135776519775
50,777,4.651345729827881
50,476,4.639606952667236
50,144,4.632328510284424
50,336,4.627511501312256
50,113,4.6015520095825195
50,832,4.591370105743408
50,1010,4.551209926605225
50,248,4.5125627517700195
50,899,4.489801406860352
50,1077,4.483407974243164
50,269,4.481566905975342
51,1010,5.108926296234131
51,1207,5.058553218841553
51,314,4.875711441040039
51,517,4.745800495147705
51,651,4.71719217300415
51,738,4.691040515899658
51,526,4.687927722930908
51,1182,4.666032791137695
51,386,4.630573272705078
51,1409,4.557864665985107
51,390,4.532450199127197
51,154,4.495411396026611
51,468,4.474776268005371
51,1181,4.46835470199585
51,219,4.464409828186035
51,1035,4.463615417480469
51,573,4.419717311859131
51,136,4.373825550079346
51,316,4.372626304626465
51,1205,4.370251178741455
52,1330,6.112414836883545
52,1430,5.974020004272461
52,645,5.597936630249023
52,1485,5.590864658355713
52,1180,5.523858547210693
52,318,5.4631195068359375
52,178,5.420895576477051
52,1333,5.396219730377197
52,198,5.3821001052856445
52,541,5.351705074310303
52,1254,5.334364414215088
52,133,5.314037799835205
52,13,5.301011562347412
52,406,5.270524024963379
52,1288,5.269669055938721
52,1581,5.237833499908447
52,915,5.183764934539795
52,155,5.160240650177002
52,850,5.146426677703857
52,863,5.118407249450684
53,1430,4.767467975616455
53,1485,4.616486072540283
53,55,4.523719310760498
53,774,4.379372596740723
53,1330,4.344057559967041
53,831,4.336672306060791
53,1012,4.316343784332275
53,1055,4.167184829711914
53,1288,4.16645622253418
53,314,4.122379779815674
53,56,4.111884593963623
53,639,4.1103901863098145
53,954,4.100672245025635
53,1333,4.090798377990723
53,133,4.0780510902404785
53,514,4.0770673751831055
53,358,4.0749897956848145
53,128,4.050537586212158
53,479,4.049656867980957
53,541,4.049620628356934
54,1430,5.6343607902526855
54,683,5.62565279006958
54,949,5.588029861450195
54,331,5.536920547485352
54,303,5.519983291625977
54,749,5.48178243637085
54,58,5.330895900726318
54,891,5.327976226806641
54,741,5.298226356506348
54,8,5.291545867919922
54,1090,5.2397894859313965
54,831,5.213861465454102
54,698,5.2110724449157715
54,1049,5.206010341644287
54,189,5.19523286819458
54,661,5.143035888671875
54,899,5.139049053192139
54,388,5.1200151443481445
54,1441,5.1140007972717285
54,742,5.08782434463501
55,494,5.465977191925049
55,63,5.266936779022217
55,135,5.187570095062256
55,1441,5.139341354370117
55,928,5.093033790588379
55,509,4.972391605377197
55,541,4.919395446777344
55,655,4.913253307342529
55,858,4.911194801330566
55,170,4.865737438201904
55,1430,4.838504314422607
55,406,4.833749294281006
55,496,4.817716121673584
55,169,4.8065643310546875
55,1011,4.793835163116455
55,521,4.784879207611084
55,646,4.7739644050598145
55,283,4.770996570587158
55,863,4.767334938049316
55,11,4.744731426239014
56,832,5.238447189331055
56,314,5.160258769989014
56,1139,5.122305393218994
56,1182,5.114275932312012
56,311,5.003304481506348
56,160,4.954749584197998
56,128,4.9037251472473145
56,751,4.8895158767700195
56,517,4.826777935028076
56,126,4.7976837158203125
